occurrence_id,word,source_type,cue_index,paragraph_clip_index,sentence_clip_index,word_index_in_sentence,sentence_segment_start_main,sentence_segment_end_main,paragraph_segment_start_main,paragraph_segment_end_main,main_video_start,main_video_end,relative_sentence_clip_start,relative_sentence_clip_end,relative_paragraph_clip_start,relative_paragraph_clip_end,sentence_clip_src,paragraph_clip_src,timing_status,sentence_text,paragraph_text,notes
254,clearly,paragraph,6,6,19,6,208,226.25,208,281,221.6875,223.9688,13.6875,15.9688,13.6875,15.9688,segments/sentences/sent_19.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,Have people who know what’s happening clearly marked.,"Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
255,marked,paragraph,6,6,19,7,208,226.25,208,281,223.9688,226.25,15.9688,18.25,15.9688,18.25,segments/sentences/sent_19.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,Have people who know what’s happening clearly marked.,"Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
256,have,paragraph,6,6,20,0,226.25,244.5,208,281,226.25,227.0104,0,0.7604,18.25,19.0104,segments/sentences/sent_20.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,"Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc.","Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
257,them,paragraph,6,6,20,1,226.25,244.5,208,281,227.0104,227.7708,0.7604,1.5208,19.0104,19.7708,segments/sentences/sent_20.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,"Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc.","Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
258,spread,paragraph,6,6,20,2,226.25,244.5,208,281,227.7708,228.5313,1.5208,2.2813,19.7708,20.5313,segments/sentences/sent_20.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,"Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc.","Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
259,out,paragraph,6,6,20,3,226.25,244.5,208,281,228.5313,229.2917,2.2813,3.0417,20.5313,21.2917,segments/sentences/sent_20.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,"Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc.","Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
260,throughout,paragraph,6,6,20,4,226.25,244.5,208,281,229.2917,230.0521,3.0417,3.8021,21.2917,22.0521,segments/sentences/sent_20.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,"Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc.","Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
261,the,paragraph,6,6,20,5,226.25,244.5,208,281,230.0521,230.8125,3.8021,4.5625,22.0521,22.8125,segments/sentences/sent_20.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,"Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc.","Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
262,mobilization,paragraph,6,6,20,6,226.25,244.5,208,281,230.8125,231.5729,4.5625,5.3229,22.8125,23.5729,segments/sentences/sent_20.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,"Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc.","Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
263,at,paragraph,6,6,20,7,226.25,244.5,208,281,231.5729,232.3333,5.3229,6.0833,23.5729,24.3333,segments/sentences/sent_20.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,"Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc.","Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
